,mse,mse_lab,mse_magnitude,mse_phase,med_magnitude,med_phase,hvs1,hvs2,hvs3,ssim,ncc,if_value,histogram
0,0.0,0.5938951280381944,0.59389514,0.18482234545232742,0.0,0.0,0.004854410751053105,0.01397446718977159,137.7908579069649,0.9996266430112105,0.00024803581814384056,0.7967608855247025,11.76079938507064
