,mse,mse_lab,mse_magnitude,mse_phase,med_magnitude,med_phase,hvs1,hvs2,hvs3,ssim,ncc,if_value,histogram
0,4.0,0.5371966530490156,4.3981233,1.5736002508363776,0.0,0.0,0.003907577556318317,0.00010639896282987841,197.47207010366117,0.9991478220139303,0.00021449330530021673,2.6986356312390165,6.149056389127509
1,73.0,0.27328252112240614,73.96958,4.379580790751748,0.0,0.0,0.049341471588477584,0.003714154751264462,112.89898756039764,0.9862278389932845,0.00012303573631098892,37.4778999614046,8.412426961334859
2,2.0,2.4820890744421176,2.6555536,1.2511536271492745,255.0,0.0,0.005460366362926232,7.936112755372605e-05,166.68924676495823,0.9994338839622205,0.00012171029944843129,1.8274936823207082,6.988103980085725
3,16.0,0.09023259542290685,16.59577,5.1192738125740895,0.0,0.0,0.030099761854229228,0.007449391516478336,125.79338811929895,0.9926843778208493,0.0006938445499138056,8.794227320705591,4.823437889615889
4,0.0,0.9817420681551117,0.9817421,0.4389144564190896,255.0,0.0,0.004190060030105182,5.3473646840316486e-05,113.2987973779406,0.9991053367026379,0.00019182712687418641,0.9904237024288748,10.539399150547979
5,84.0,0.09255753597190947,84.471634,5.954984413499115,0.0,0.0,0.05559014716561759,0.021647372566075487,141.06033902313266,0.983164347395065,0.00046999359230805854,42.727395692265524,5.411220720066922
6,47.0,0.5625824445030716,47.12558,3.4711034372786016,255.0,0.04477678228885395,0.014539286910129236,0.004392004199989317,132.6592509660556,0.9941677300819906,0.00021831443042501233,24.05987359858036,12.488262590952218
7,11.0,0.1707080859796254,11.244717,3.8752742876291446,0.0,0.0,0.015404334917147206,0.0011646210686056889,75.28726761582335,0.9972231444823143,0.0005460871247979977,6.1209697299402706,7.174299444013741
8,217.0,0.8527162285124068,217.12086,4.365050615229909,255.0,0.0,0.044893043512944576,0.039005743369764305,101.80704856223777,0.9756392218880912,0.00021299607359316207,109.04825538794033,10.550254665315151
9,155.0,0.0750745096193169,155.60817,5.8474164002469315,0.0,0.0,0.03085681931250675,0.014797684937335243,91.79779800083521,0.9771439882601732,0.00020460769704720534,78.29267421573772,8.593406605068594
10,8.0,8.925785434078117,8.925785,0.7820912876932983,3.0,0.0,0.012126243299722629,0.00048162133483682006,169.83482403775082,0.998557111885181,0.00027289499136960824,4.962171272981649,5.1627892328870075
11,62.0,0.09742082813683449,62.837646,5.348649444081091,0.0,0.0,0.004941732210858654,0.002760183374068342,134.5390859119859,0.992186076792095,0.00024289083798411168,31.91491376060973,13.211628120392561
12,5.0,0.26397457297692817,5.9116273,2.862666948179438,0.0,0.0,0.011388256952314223,0.0006109115042824412,111.54632853639937,0.9980742369758606,0.00028695562393746943,3.4548508060922565,12.91146591141296
13,146.0,0.07536199153289472,146.02533,5.843382246918917,0.0,0.0,0.19928103698779306,0.15139187975486762,91.99835878604048,0.9706648033906953,0.001294697634400066,73.49800235298076,8.701134764698509
14,22.0,0.21987578961555787,22.360338,4.591843603217005,0.0,0.0,0.010470040314084784,0.06142405256197106,109.67884325124064,0.9957703856290333,0.00032137931034900593,11.6780540934001,8.607662568290834
15,4.0,1.7598144573453571,4.3648796,1.8517354406679645,255.0,0.0,0.017474051317852107,0.004889025752030744,127.43442590185398,0.9984599216393628,0.00015157482495982354,2.681669673862408,6.645874100533547
16,159.0,122.22653265586173,159.09363,0.857590733292407,13.0,0.0,0.005657738888496596,0.008220076769968809,156.36196165829148,0.9849892929560624,0.0003221400513588618,80.03931807117114,3.719426816127452
17,10.0,0.3737012158524445,10.645314,3.097814200535356,0.0,0.0,0.006053770940819279,0.0004690064523505265,116.44286395536214,0.9982237153201902,0.0006251520266156916,5.8217691942855385,9.080937326943967
18,66.0,0.34667377744800243,66.9861,4.409828358015065,0.0,0.0,0.05681173419019018,0.012723280696840988,80.84662901226065,0.9866101416284215,0.0003086608482829122,33.986353509147506,7.960048850552994
19,16.0,0.47175947752167335,16.236835,2.781500391100577,0.0,0.0,0.014981486133233041,0.001127085920612381,146.76090093547558,0.9971502763259892,0.00021757261779984633,8.616996569926739,12.964167601894587
20,43.0,0.41617375410760465,43.3382,4.210627987369461,0.0,0.0,0.04275286774372112,0.005424677228743715,107.18111293734862,0.99075175397893,0.0004275582620140658,22.164475023385467,11.866040729029919
21,24.0,0.03541122367436377,24.659872,5.366034475655435,0.0,0.0,0.0062880125996468885,0.0010117643478231076,113.2513458144092,0.9967315631910469,0.000275948005929147,12.828300216913737,6.373610909096897
22,13.0,4.166686564313173,13.323297,3.1177099074817294,254.0,0.0427884594607344,0.012584144059740815,0.0010419437405528276,129.8475823423135,0.9969441012668931,0.0002836787554991875,7.160120530851207,10.969818451616447
23,34.0,0.1425566054555179,34.576687,4.323704965846029,0.0,0.0,0.008461759770290485,0.002048804485983589,131.0482852039015,0.9959395104275712,0.00016149254600106527,17.78631246972872,6.6381615228019655
24,3664.0,100.51353232073473,3664.7559,0.7962315510665953,23.0,0.0,0.019366110231557328,0.35637838799447097,99.25197966491437,0.8490529756061677,0.0002416780134090006,1832.802550154352,0.6715750851617486
25,2.0,0.18591367188852845,2.9355576,2.7088277482431766,0.0,0.0,0.01324286352268937,0.00019720022440449997,106.47214570780348,0.9991783147395574,0.0002284367753421089,1.967367922824681,12.554443808257929
26,169.0,0.18528143117029286,169.32455,5.5822165574446965,0.0,0.0,0.013492572353334916,0.010963077147824149,142.631808852152,0.9821175150145071,0.00020312959321021953,85.15334291202899,13.609631625004113
